Kueri Baseline;Kueri Refactored;Pola Properti Awal;Pola Properti Baru;Persentase Pengurangan;Jumlah Hasil;DBHits;Running Time
"MATCH (n3:actress)-[:ACTED_IN]->(n1:war), (n3:actress)-[:ACTED_IN]->(n2:action), (n3:actress)-[:ACTED_IN]->(n4:drama) WHERE (n3.name=""Li Gong"") OR (n1.year=2000) OR (n4.category=""movie"") RETURN count(n1)";"CALL () {
  MATCH (n3:actress)-[:ACTED_IN]->(n1:war), (n3:actress)-[:ACTED_IN]->(n2:action), (n3:actress)-[:ACTED_IN]->(n4:drama)
  WHERE n3.name=""Li Gong""
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n3:actress)-[:ACTED_IN]->(n1:war)-[:RELEASED_IN]->(:year_2000), (n3:actress)-[:ACTED_IN]->(n2:action), (n3:actress)-[:ACTED_IN]->(n4:drama)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n3:actress)-[:ACTED_IN]->(n1:war), (n3:actress)-[:ACTED_IN]->(n2:action), (n3:actress)-[:ACTED_IN]->(n4:drama)-[:HAS_CATEGORY]->(:movie)
  RETURN count(*) AS t3
}
CALL () {
  MATCH (n3:actress)-[:ACTED_IN]->(n1:war)-[:RELEASED_IN]->(:year_2000), (n3:actress)-[:ACTED_IN]->(n2:action), (n3:actress)-[:ACTED_IN]->(n4:drama)
  WHERE n3.name=""Li Gong""
  RETURN count(*) AS t12
}
CALL () {
  MATCH (n3:actress)-[:ACTED_IN]->(n1:war), (n3:actress)-[:ACTED_IN]->(n2:action), (n3:actress)-[:ACTED_IN]->(n4:drama)-[:HAS_CATEGORY]->(:movie)
  WHERE n3.name=""Li Gong""
  RETURN count(*) AS t13
}
CALL () {
  MATCH (n3:actress)-[:ACTED_IN]->(n1:war)-[:RELEASED_IN]->(:year_2000), (n3:actress)-[:ACTED_IN]->(n2:action), (n3:actress)-[:ACTED_IN]->(n4:drama)-[:HAS_CATEGORY]->(:movie)
  RETURN count(*) AS t23
}
CALL () {
  MATCH (n3:actress)-[:ACTED_IN]->(n1:war)-[:RELEASED_IN]->(:year_2000), (n3:actress)-[:ACTED_IN]->(n2:action), (n3:actress)-[:ACTED_IN]->(n4:drama)-[:HAS_CATEGORY]->(:movie)
  WHERE n3.name=""Li Gong""
  RETURN count(*) AS t123
}
RETURN t1 + t2 + t3 - t12 - t13 - t23 + t123 AS total";A OR B OR C;A;67%;1307109;71269197;9974.8
"MATCH (n2:actress)-[:ACTED_IN]->(n1:drama), (n2:soundtrack)-[:ACTED_IN]->(n3:comedy) WHERE (n3.year=1989) OR (n1.year=1993) OR (n1.category=""movie"") RETURN count(n1)";"CALL () {
  MATCH (n2:actress)-[:ACTED_IN]->(n1:drama), (n2:soundtrack)-[:ACTED_IN]->(n3:comedy)-[:RELEASED_IN]->(:year_1989)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n2:actress)-[:ACTED_IN]->(n1:drama)-[:RELEASED_IN]->(:year_1993), (n2:soundtrack)-[:ACTED_IN]->(n3:comedy)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n2:actress)-[:ACTED_IN]->(n1:drama)-[:HAS_CATEGORY]->(:movie), (n2:soundtrack)-[:ACTED_IN]->(n3:comedy)
  RETURN count(*) AS t3
}
CALL () {
  MATCH (n2:actress)-[:ACTED_IN]->(n1:drama)-[:RELEASED_IN]->(:year_1993), (n2:soundtrack)-[:ACTED_IN]->(n3:comedy)-[:RELEASED_IN]->(:year_1989)
  RETURN count(*) AS t12
}
CALL () {
  MATCH (n2:actress)-[:ACTED_IN]->(n1:drama)-[:HAS_CATEGORY]->(:movie), (n2:soundtrack)-[:ACTED_IN]->(n3:comedy)-[:RELEASED_IN]->(:year_1989)
  RETURN count(*) AS t13
}
CALL () {
  MATCH (n2:actress)-[:ACTED_IN]->(n1:drama)-[:RELEASED_IN]->(:year_1993), (n2:soundtrack)-[:ACTED_IN]->(n3:comedy), (n1)-[:HAS_CATEGORY]->(:movie)
  RETURN count(*) AS t23
}
CALL () {
  MATCH (n2:actress)-[:ACTED_IN]->(n1:drama)-[:RELEASED_IN]->(:year_1993), (n2:soundtrack)-[:ACTED_IN]->(n3:comedy)-[:RELEASED_IN]->(:year_1989), (n1)-[:HAS_CATEGORY]->(:movie)
  RETURN count(*) AS t123
}
RETURN t1 + t2 + t3 - t12 - t13 - t23 + t123 AS total";A OR B OR C;-;100%;3438519;88354140;29841.8
"MATCH (n2:director)-[:ACTED_IN]->(n3:drama), (n2:director)-[:ACTED_IN]->(n1:horror), (n2:soundtrack)-[:ACTED_IN]->(n4:music) WHERE (n2.name=""Juliette Lewis"") OR (n2.death=0) OR (n1.year=1996) RETURN count(n1)";"CALL () {
  MATCH (n2:director)-[:ACTED_IN]->(n3:drama), (n2:director)-[:ACTED_IN]->(n1:horror), (n2:soundtrack)-[:ACTED_IN]->(n4:music)
  WHERE n2.name=""Juliette Lewis""
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n2:director)-[:ACTED_IN]->(n3:drama), (n2:director)-[:ACTED_IN]->(n1:horror), (n2:soundtrack)-[:ACTED_IN]->(n4:music), (n2)-[:DIED_IN]->(:year_0)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n2:director)-[:ACTED_IN]->(n3:drama), (n2:director)-[:ACTED_IN]->(n1:horror)-[:RELEASED_IN]->(:year_1996), (n2:soundtrack)-[:ACTED_IN]->(n4:music)
  RETURN count(*) AS t3
}
CALL () {
  MATCH (n2:director)-[:ACTED_IN]->(n3:drama), (n2:director)-[:ACTED_IN]->(n1:horror), (n2:soundtrack)-[:ACTED_IN]->(n4:music), (n2)-[:DIED_IN]->(:year_0)
  WHERE n2.name=""Juliette Lewis""
  RETURN count(*) AS t12
}
CALL () {
  MATCH (n2:director)-[:ACTED_IN]->(n3:drama), (n2:director)-[:ACTED_IN]->(n1:horror)-[:RELEASED_IN]->(:year_1996), (n2:soundtrack)-[:ACTED_IN]->(n4:music)
  WHERE n2.name=""Juliette Lewis""
  RETURN count(*) AS t13
}
CALL () {
  MATCH (n2:director)-[:ACTED_IN]->(n3:drama), (n2:director)-[:ACTED_IN]->(n1:horror)-[:RELEASED_IN]->(:year_1996), (n2:soundtrack)-[:ACTED_IN]->(n4:music), (n2)-[:DIED_IN]->(:year_0)
  RETURN count(*) AS t23
}
CALL () {
  MATCH (n2:director)-[:ACTED_IN]->(n3:drama), (n2:director)-[:ACTED_IN]->(n1:horror)-[:RELEASED_IN]->(:year_1996), (n2:soundtrack)-[:ACTED_IN]->(n4:music), (n2)-[:DIED_IN]->(:year_0)
  WHERE n2.name=""Juliette Lewis""
  RETURN count(*) AS t123
}
RETURN t1 + t2 + t3 - t12 - t13 - t23 + t123 AS total";A OR B OR C;A;67%;18427626;95413472;9248.6
MATCH (n4:actress)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n3:documentary), (n4:actress)-[:ACTED_IN]->(n2:drama), (n4:actress)-[:ACTED_IN]->(n1:comedy) WHERE (n1.year=1972) OR (n4.death=0) OR (n2.year=1972) RETURN count(n1);"CALL () {
  MATCH (n4:actress)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n3:documentary), (n4:actress)-[:ACTED_IN]->(n2:drama), (n4:actress)-[:ACTED_IN]->(n1:comedy)-[:RELEASED_IN]->(:year_1972)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n4:actress)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n3:documentary), (n4:actress)-[:ACTED_IN]->(n2:drama), (n4:actress)-[:ACTED_IN]->(n1:comedy), (n4)-[:DIED_IN]->(:year_0)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n4:actress)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n3:documentary), (n4:actress)-[:ACTED_IN]->(n2:drama)-[:RELEASED_IN]->(:year_1972), (n4:actress)-[:ACTED_IN]->(n1:comedy)
  RETURN count(*) AS t3
}
CALL () {
  MATCH (n4:actress)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n3:documentary), (n4:actress)-[:ACTED_IN]->(n2:drama), (n4:actress)-[:ACTED_IN]->(n1:comedy)-[:RELEASED_IN]->(:year_1972), (n4)-[:DIED_IN]->(:year_0)
  RETURN count(*) AS t12
}
CALL () {
  MATCH (n4:actress)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n3:documentary), (n4:actress)-[:ACTED_IN]->(n2:drama)-[:RELEASED_IN]->(:year_1972), (n4:actress)-[:ACTED_IN]->(n1:comedy)-[:RELEASED_IN]->(:year_1972)
  RETURN count(*) AS t13
}
CALL () {
  MATCH (n4:actress)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n3:documentary), (n4:actress)-[:ACTED_IN]->(n2:drama)-[:RELEASED_IN]->(:year_1972), (n4:actress)-[:ACTED_IN]->(n1:comedy), (n4)-[:DIED_IN]->(:year_0)
  RETURN count(*) AS t23
}
CALL () {
  MATCH (n4:actress)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n3:documentary), (n4:actress)-[:ACTED_IN]->(n2:drama)-[:RELEASED_IN]->(:year_1972), (n4:actress)-[:ACTED_IN]->(n1:comedy)-[:RELEASED_IN]->(:year_1972), (n4)-[:DIED_IN]->(:year_0)
  RETURN count(*) AS t123
}
RETURN t1 + t2 + t3 - t12 - t13 - t23 + t123 AS total";A OR B OR C;-;100%;28986109;1615399242;179737.1
"MATCH (n2:soundtrack)-[:ACTED_IN]->(n3:music), (n2:soundtrack)-[:ACTED_IN]->(n1:music) WHERE (n1.year=1996 AND n2.birth=1947 AND n3.year=1983 AND n2.name=""Elton John"") RETURN count(n1)";"MATCH (n2:soundtrack)-[:ACTED_IN]->(n3:music)-[:RELEASED_IN]->(:year_1983), (n2:soundtrack)-[:ACTED_IN]->(n1:music)-[:RELEASED_IN]->(:year_1996) , (n2:soundtrack)-[:BORN_IN]->(:year_1947) WHERE (n2.name=""Elton John"") RETURN count(n1)";A AND B AND C AND D;A;75%;24;27150;33.3
"MATCH (n1:actress)-[:ACTED_IN]->(n2:adult), (n1:actress)-[:ACTED_IN]->(n3:adult) WHERE (n1.name=""Kim Angeli"" AND n1.birth=1968 AND n3.year=1990 AND n2.year=1993) RETURN count(n1)";"MATCH (n1:actress)-[:ACTED_IN]->(n2:adult)-[:RELEASED_IN]->(:year_1993), (n1:actress)-[:ACTED_IN]->(n3:adult)-[:RELEASED_IN]->(:year_1990) , (n1:actress)-[:BORN_IN]->(:year_1968) WHERE (n1.name=""Kim Angeli"") RETURN count(n1)";A AND B AND C AND D;A;75%;22;26621;30.1
"MATCH (n3:writer)-[:WROTE]->(n2:animation), (n3:writer)-[:WROTE]->(n4:drama), (n3:writer)-[:WROTE]->(n1:adventure) WHERE (n2.year=1978 AND n3.birth=0 AND n3.name=""Aleksandr Antokolsky"" AND n4.year=1960) RETURN count(n1)";"MATCH (n3:writer)-[:WROTE]->(n2:animation)-[:RELEASED_IN]->(:year_1978), (n3:writer)-[:WROTE]->(n4:drama)-[:RELEASED_IN]->(:year_1960), (n3:writer)-[:WROTE]->(n1:adventure) , (n3:writer)-[:BORN_IN]->(:year_0) WHERE (n3.name=""Aleksandr Antokolsky"") RETURN count(n1)";A AND B AND C AND D;A;75%;1;70643;60.8
"MATCH (n3:actor)-[:ACTED_IN]->(n2:drama), (n3:actor)-[:ACTED_IN]->(n1:drama) WHERE (n2.year=1980 AND n3.birth=1937 AND n1.year=1992 AND n2.category=""movie"") RETURN count(n1)";MATCH (n3:actor)-[:ACTED_IN]->(n2:drama)-[:RELEASED_IN]->(:year_1980), (n3:actor)-[:ACTED_IN]->(n1:drama)-[:RELEASED_IN]->(:year_1992) , (n2:drama)-[:HAS_CATEGORY]->(:movie), (n3:actor)-[:BORN_IN]->(:year_1937) RETURN count(n1);A AND B AND C AND D;-;100%;46;397790;139.8
"MATCH (n1:actor)-[:ACTED_IN]->(n2:romance), (n1:actor)-[:ACTED_IN]->(n4:war), (n1:actor)-[:ACTED_IN]->(n3:comedy) WHERE (n3.category=""movie"" AND n1.birth=1895 AND n3.year=1927 AND n4.year=1929) RETURN count(n1)";MATCH (n1:actor)-[:ACTED_IN]->(n2:romance), (n1:actor)-[:ACTED_IN]->(n4:war)-[:RELEASED_IN]->(:year_1929), (n1:actor)-[:ACTED_IN]->(n3:comedy)-[:HAS_CATEGORY]->(:movie) , (n3:comedy)-[:RELEASED_IN]->(:year_1927), (n1:actor)-[:BORN_IN]->(:year_1895) RETURN count(n1);A AND B AND C AND D;-;100%;14;26568;46.7
"MATCH (n2:actor)-[:DIRECTED]->(n1:biography), (n2:actor)-[:DIRECTED]->(n3:romance) WHERE (n2.birth=1904 AND n2.name=""Goffredo Alessandrini"" AND n3.year=1936 AND n1.category=""movie"") RETURN count(n1)";"MATCH (n2:actor)-[:DIRECTED]->(n1:biography)-[:HAS_CATEGORY]->(:movie), (n2:actor)-[:DIRECTED]->(n3:romance)-[:RELEASED_IN]->(:year_1936) , (n2:actor)-[:BORN_IN]->(:year_1904) WHERE (n2.name=""Goffredo Alessandrini"") RETURN count(n1)";A AND B AND C AND D;A;75%;1;5025;20.3
"MATCH (n3:soundtrack)-[:ACTED_IN]->(n1:drama), (n3:soundtrack)-[:ACTED_IN]->(n2:action) WHERE (n3.death=1954 AND n2.year=1948 AND n1.category=""movie"" AND n3.birth=1878) RETURN count(n1)";MATCH (n3:soundtrack)-[:ACTED_IN]->(n1:drama)-[:HAS_CATEGORY]->(:movie), (n3:soundtrack)-[:ACTED_IN]->(n2:action)-[:RELEASED_IN]->(:year_1948) , (n3:soundtrack)-[:DIED_IN]->(:year_1954), (n3:soundtrack)-[:BORN_IN]->(:year_1878) RETURN count(n1);A AND B AND C AND D;-;100%;95;3835;16.2
"MATCH (n2:writer)-[:ACTED_IN]->(n1:comedy), (n2:director)-[:ACTED_IN]->(n3:comedy), (n2:actor)-[:ACTED_IN]->(n4:sci_fi) WHERE (n1.year=1975 AND n2.birth=1941 AND n4.category=""short"" AND n2.death=2015) RETURN count(n1)";MATCH (n2:writer)-[:ACTED_IN]->(n1:comedy)-[:RELEASED_IN]->(:year_1975), (n2:director)-[:ACTED_IN]->(n3:comedy), (n2:actor)-[:ACTED_IN]->(n4:sci_fi)-[:HAS_CATEGORY]->(:short) , (n2:writer)-[:BORN_IN]->(:year_1941), (n2:writer)-[:DIED_IN]->(:year_2015) RETURN count(n1);A AND B AND C AND D;-;100%;5;12288;52.6
"MATCH (n2:soundtrack)-[:ACTED_IN]->(n3:documentary), (n2:actor)-[:ACTED_IN]->(n1:action) WHERE (n3.category=""video"" AND n1.category=""video"" AND n2.death=2009 AND n2.birth=1933) RETURN count(n1)";MATCH (n2:soundtrack)-[:ACTED_IN]->(n3:documentary)-[:HAS_CATEGORY]->(:video), (n2:actor)-[:ACTED_IN]->(n1:action)-[:HAS_CATEGORY]->(:video) , (n2:soundtrack)-[:DIED_IN]->(:year_2009), (n2:soundtrack)-[:BORN_IN]->(:year_1933) RETURN count(n1);A AND B AND C AND D;-;100%;22;25642;30.6
"MATCH (n2:director)-[:DIRECTED]->(n1:adult), (n2:editor)-[:DIRECTED]->(n3:adult) WHERE (n1.category=""video"" AND n2.birth=0 AND n1.year=1996 AND n3.category=""video"") RETURN count(n1)";MATCH (n2:director)-[:DIRECTED]->(n1:adult)-[:HAS_CATEGORY]->(:video), (n2:editor)-[:DIRECTED]->(n3:adult)-[:HAS_CATEGORY]->(:video) , (n1:adult)-[:RELEASED_IN]->(:year_1996), (n2:director)-[:BORN_IN]->(:year_0) RETURN count(n1);A AND B AND C AND D;-;100%;485;381277;110.9
"MATCH (n3:director)-[:ACTED_IN]->(n2:crime), (n3:director)-[:ACTED_IN]->(n4:crime), (n3:director)-[:ACTED_IN]->(n1:documentary) WHERE (n2.category=""movie"" AND n3.birth=1962 AND n1.category=""tvShort"" AND n1.year=1985) RETURN count(n1)";MATCH (n3:director)-[:ACTED_IN]->(n2:crime)-[:HAS_CATEGORY]->(:movie), (n3:director)-[:ACTED_IN]->(n4:crime), (n3:director)-[:ACTED_IN]->(n1:documentary)-[:HAS_CATEGORY]->(:tvShort) , (n3:director)-[:BORN_IN]->(:year_1962), (n1:documentary)-[:RELEASED_IN]->(:year_1985) RETURN count(n1);A AND B AND C AND D;-;100%;218;38291;55.1
"MATCH (n3:producer)-[:ACTED_IN]->(n1:western), (n3:producer)-[:ACTED_IN]->(n2:western) WHERE (n2.category=""short"" AND n3.name=""Gilbert M. 'Broncho Billy' Anderson"" AND n2.year=1910 AND n3.death=1971) RETURN count(n1)";"MATCH (n3:producer)-[:ACTED_IN]->(n1:western), (n3:producer)-[:ACTED_IN]->(n2:western)-[:HAS_CATEGORY]->(:short) , (n2:western)-[:RELEASED_IN]->(:year_1910), (n3:producer)-[:DIED_IN]->(:year_1971) WHERE (n3.name=""Gilbert M. 'Broncho Billy' Anderson"") RETURN count(n1)";A AND B AND C AND D;A;75%;14357;113602;50.2
"MATCH (n2:producer)-[:PRODUCED]->(n3:music), (n2:editorial_department)-[:DIRECTED]->(n1:documentary) WHERE (n2.name=""Bob Sarles"" AND n3.category=""tvSpecial"" AND n2.death=0 AND n3.year=2011) RETURN count(n1)";"MATCH (n2:producer)-[:PRODUCED]->(n3:music)-[:HAS_CATEGORY]->(:tvSpecial), (n2:editorial_department)-[:DIRECTED]->(n1:documentary) , (n3:music)-[:RELEASED_IN]->(:year_2011), (n2:producer)-[:DIED_IN]->(:year_0) WHERE (n2.name=""Bob Sarles"") RETURN count(n1)";A AND B AND C AND D;A;75%;10;103161;74.9
"MATCH (n3:actor)-[:ACTED_IN]->(n2:comedy), (n3:soundtrack)-[:ACTED_IN]->(n4:comedy), (n3:producer)-[:ACTED_IN]->(n1:family) WHERE (n4.category=""short"" AND n3.death=0 AND n2.year=2010 AND n3.name=""Neil Patrick Harris"") RETURN count(n1)";"MATCH (n3:actor)-[:ACTED_IN]->(n2:comedy)-[:RELEASED_IN]->(:year_2010), (n3:soundtrack)-[:ACTED_IN]->(n4:comedy)-[:HAS_CATEGORY]->(:short), (n3:producer)-[:ACTED_IN]->(n1:family) , (n3:actor)-[:DIED_IN]->(:year_0) WHERE (n3.name=""Neil Patrick Harris"") RETURN count(n1)";A AND B AND C AND D;A;75%;11033;15362143;2086.5
"MATCH (n2:actor)-[:ACTED_IN]->(n1:action), (n2:soundtrack)-[:ACTED_IN]->(n3:action) WHERE (n3.category=""tvMovie"" AND n1.category=""movie"" AND n1.year=1937 AND n3.year=1961) RETURN count(n1)";MATCH (n2:actor)-[:ACTED_IN]->(n1:action)-[:HAS_CATEGORY]->(:movie), (n2:soundtrack)-[:ACTED_IN]->(n3:action)-[:HAS_CATEGORY]->(:tvMovie) , (n3:action)-[:RELEASED_IN]->(:year_1961), (n1:action)-[:RELEASED_IN]->(:year_1937) RETURN count(n1);A AND B AND C AND D;-;100%;3;107098;49.9
"MATCH (n4:director)-[:DIRECTED]->(n1:comedy), (n4:writer)-[:DIRECTED]->(n2:drama), (n4:writer)-[:DIRECTED]->(n3:drama) WHERE (n1.year=1972 AND n4.name=""Silvio Amadio"" AND n4.death=1995 AND n4.birth=1926) RETURN count(n1)";"MATCH (n4:director)-[:DIRECTED]->(n1:comedy)-[:RELEASED_IN]->(:year_1972), (n4:writer)-[:DIRECTED]->(n2:drama), (n4:writer)-[:DIRECTED]->(n3:drama) , (n4:director)-[:DIED_IN]->(:year_1995), (n4:director)-[:BORN_IN]->(:year_1926) WHERE (n4.name=""Silvio Amadio"") RETURN count(n1)";A AND B AND C AND D;A;75%;144;7074;29.4
MATCH (n3:actor)-[:ACTED_IN]->(n2:music), (n3:composer)-[:ACTED_IN]->(n1:documentary), (n3:soundtrack)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n4:music) WHERE (n4.year=2008 AND n2.year=2018 AND n3.death=0 AND n1.year=2006) RETURN count(n1);MATCH (n3:actor)-[:ACTED_IN]->(n2:music)-[:RELEASED_IN]->(:year_2018), (n3:composer)-[:ACTED_IN]->(n1:documentary)-[:RELEASED_IN]->(:year_2006), (n3:soundtrack)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n4:music)-[:RELEASED_IN]->(:year_2008) , (n3:actor)-[:DIED_IN]->(:year_0) RETURN count(n1);A AND B AND C AND D;-;100%;35;452650;111.9
"MATCH (n2:director)-[:ACTED_IN]->(n3:documentary), (n2:actor)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n4:adventure), (n2:director)-[:ACTED_IN]->(n1:talk_show) WHERE (n2.name=""Robert Vaughn"" AND n3.category=""tvSeries"" AND n4.category=""movie"" AND n2.death=2016) RETURN count(n1)";"MATCH (n2:director)-[:ACTED_IN]->(n3:documentary)-[:HAS_CATEGORY]->(:tvSeries), (n2:actor)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n4:adventure)-[:HAS_CATEGORY]->(:movie), (n2:director)-[:ACTED_IN]->(n1:talk_show) , (n2:director)-[:DIED_IN]->(:year_2016) WHERE (n2.name=""Robert Vaughn"") RETURN count(n1)";A AND B AND C AND D;A;75%;224;28350;40.5
"MATCH (n3:writer)-[:PRODUCED]->(n1:thriller), (n3:production_manager)-[:PRODUCED]->(n4:drama), (n3:writer)-[:PRODUCED]->(n2:comedy) WHERE (n1.category=""tvMovie"" AND n2.year=1999 AND n4.category=""movie"" AND n3.name=""Dieter Ulrich Aselmann"") RETURN count(n1)";"MATCH (n3:writer)-[:PRODUCED]->(n1:thriller)-[:HAS_CATEGORY]->(:tvMovie), (n3:production_manager)-[:PRODUCED]->(n4:drama)-[:HAS_CATEGORY]->(:movie), (n3:writer)-[:PRODUCED]->(n2:comedy)-[:RELEASED_IN]->(:year_1999) WHERE (n3.name=""Dieter Ulrich Aselmann"") RETURN count(n1)";A AND B AND C AND D;A;75%;40;61837;83.6
"MATCH (n3:writer)-[:ACTED_IN]->(n4:documentary), (n3:actor)-[:PRODUCED]->(n1:thriller), (n3:writer)-[:ACTED_IN]->(n2:documentary) WHERE (n4.category=""tvMovie"" AND n3.name=""Ilya Salkind"" AND n1.category=""movie"" AND n2.category=""video"") RETURN count(n1)";"MATCH (n3:writer)-[:ACTED_IN]->(n4:documentary)-[:HAS_CATEGORY]->(:tvMovie), (n3:actor)-[:PRODUCED]->(n1:thriller)-[:HAS_CATEGORY]->(:movie), (n3:writer)-[:ACTED_IN]->(n2:documentary)-[:HAS_CATEGORY]->(:video) WHERE (n3.name=""Ilya Salkind"") RETURN count(n1)";A AND B AND C AND D;A;75%;4;362079;1180.0
"MATCH (n1:actress)-[:ACTED_IN]->(n3:talk_show), (n1:director)-[:ACTED_IN]->(n2:comedy) WHERE (n2.year=2005 AND n1.name=""Shannen Doherty"") OR (n1.death=0 AND n2.category=""tvSpecial"") RETURN count(n1)";"CALL () {
  MATCH (n1:actress)-[:ACTED_IN]->(n3:talk_show), (n1:director)-[:ACTED_IN]->(n2:comedy)-[:RELEASED_IN]->(:year_2005)
  WHERE n1.name=""Shannen Doherty""
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n1:actress)-[:ACTED_IN]->(n3:talk_show), (n1:director)-[:ACTED_IN]->(n2:comedy)-[:HAS_CATEGORY]->(:tvSpecial), (n1)-[:DIED_IN]->(:year_0)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n1:actress)-[:ACTED_IN]->(n3:talk_show), (n1:director)-[:ACTED_IN]->(n2:comedy)-[:RELEASED_IN]->(:year_2005), (n2)-[:HAS_CATEGORY]->(:tvSpecial), (n1)-[:DIED_IN]->(:year_0)
  WHERE n1.name=""Shannen Doherty""
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B) OR (C AND D);A;75%;11270;1161027;692.9
"MATCH (n3:actress)-[:ACTED_IN]->(n2:comedy), (n3:actress)-[:ACTED_IN]->(n1:comedy) WHERE (n2.year=1972 AND n3.name=""Danica Acimac"") OR (n1.year=1959 AND n3.birth=1928) RETURN count(n1)";"CALL () {
  MATCH (n3:actress)-[:ACTED_IN]->(n2:comedy)-[:RELEASED_IN]->(:year_1972), (n3:actress)-[:ACTED_IN]->(n1:comedy)
  WHERE n3.name=""Danica Acimac""
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n3:actress)-[:ACTED_IN]->(n2:comedy), (n3:actress)-[:ACTED_IN]->(n1:comedy)-[:RELEASED_IN]->(:year_1959), (n3)-[:BORN_IN]->(:year_1928)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n3:actress)-[:ACTED_IN]->(n2:comedy)-[:RELEASED_IN]->(:year_1972), (n3:actress)-[:ACTED_IN]->(n1:comedy)-[:RELEASED_IN]->(:year_1959), (n3)-[:BORN_IN]->(:year_1928)
  WHERE n3.name=""Danica Acimac""
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B) OR (C AND D);A;75%;3404;281118;138.0
"MATCH (n2:actor)-[:ACTED_IN]->(n1:adventure), (n2:actor)-[:ACTED_IN]->(n3:animation) WHERE (n1.year=2011 AND n3.category=""short"") OR (n3.year=1999 AND n2.death=0) RETURN count(n1)";"CALL () {
  MATCH (n2:actor)-[:ACTED_IN]->(n1:adventure)-[:RELEASED_IN]->(:year_2011), (n2:actor)-[:ACTED_IN]->(n3:animation)-[:HAS_CATEGORY]->(:short)
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n2:actor)-[:ACTED_IN]->(n1:adventure), (n2:actor)-[:ACTED_IN]->(n3:animation)-[:RELEASED_IN]->(:year_1999), (n2)-[:DIED_IN]->(:year_0)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n2:actor)-[:ACTED_IN]->(n1:adventure)-[:RELEASED_IN]->(:year_2011), (n2:actor)-[:ACTED_IN]->(n3:animation)-[:HAS_CATEGORY]->(:short), (n3)-[:RELEASED_IN]->(:year_1999), (n2)-[:DIED_IN]->(:year_0)
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B) OR (C AND D);-;100%;1854502;24838531;5794.8
"MATCH (n1:actor)-[:PRODUCED]->(n3:comedy), (n1:director)-[:PRODUCED]->(n2:comedy) WHERE (n1.death=1923 AND n1.name=""Siegmund Lubin"") OR (n2.category=""short"" AND n2.year=1908) RETURN count(n1)";"CALL () {
  MATCH (n1:actor)-[:PRODUCED]->(n3:comedy), (n1:director)-[:PRODUCED]->(n2:comedy), (n1)-[:DIED_IN]->(:year_1923)
  WHERE n1.name=""Siegmund Lubin""
  RETURN count(*) AS t1
}
CALL () {
  MATCH (n1:actor)-[:PRODUCED]->(n3:comedy), (n1:director)-[:PRODUCED]->(n2:comedy)-[:HAS_CATEGORY]->(:short), (n2)-[:RELEASED_IN]->(:year_1908)
  RETURN count(*) AS t2
}
CALL () {
  MATCH (n1:actor)-[:PRODUCED]->(n3:comedy), (n1:director)-[:PRODUCED]->(n2:comedy)-[:HAS_CATEGORY]->(:short), (n1)-[:DIED_IN]->(:year_1923), (n2)-[:RELEASED_IN]->(:year_1908)
  WHERE n1.name=""Siegmund Lubin""
  RETURN count(*) AS t12
}
RETURN t1 + t2 - t12 AS total";(A AND B) OR (C AND D);A;75%;1353732;27837309;3620.3
